"year","title","venue","authors"
"0","GeoMiner: a system prototype for spatial data mining","International Conference on Management of Data","Jaiwei Han, Krzysztof Koperski, Nebojsa Stefanovic"
"0","Sentinel: an object-oriented DBMS with event-based rules","International Conference on Management of Data","S. Chakravarthy"
"0","The MENTOR workbench for enterprise-wide workflow management","International Conference on Management of Data","Dirk Wodtke, Jeanine Weissenfels, Gerhard Weikum, Angelika Kotz Dittrich, Peter Muth"
"0","S3: similarity search in CAD database systems","International Conference on Management of Data","Stefan Berchtold, Hans-Peter Kriegel"
"0","PREDATOR: an OR-DBMS with enhanced data types","International Conference on Management of Data","Praveen Seshadri, Mark Paskin"
"0","The active database management system manifesto: a rulebase of ADBMS features","ACM SIGMOD Record","Corporate Act-Net Consortium"
"0","Report on first international workshop on real-time database systems","ACM SIGMOD Record","Azer Bestavros, Kwei-Jay Lin, Sang Son"
"0","BeSS object storage manager: architecture overview","ACM SIGMOD Record","Alexandros Biliris, Euthimios Panagos"
"0","Middle East Technical University Software Research and Development Center","ACM SIGMOD Record","Asuman Dogac"
"0","Much ado about shared-nothing","ACM SIGMOD Record","Michael G. Norman, Thomas Zurek, Peter Thanisch"
"0","On the cost of monitoring and reorganization of object bases for clustering","ACM SIGMOD Record","Carsten A. Gerlhof, Alfons Kemper, Guido Moerkotte"
"0","Open issues in parallel query optimization","ACM SIGMOD Record","Waqar Hasan, Daniela Florescu, Patrick Valduriez"
"0","Control strategies for complex relational query processing in shared nothing systems","ACM SIGMOD Record","Lionel Brunie, Harald Kosch"
"0","LH*-a scalable, distributed data structure","ACM Transactions on Database Systems (TODS)","Witold Litwin, Marie-Anna Neimat, Donovan A. Schneider"
"0","Semantics for update rule programs and implementation in a relational database management system","ACM Transactions on Database Systems (TODS)","Louiqa Raschid, Jorge Lobo"
"0","Extended ephemeral logging: log storage management for applications with long lived transactions","ACM Transactions on Database Systems (TODS)","John S. Keen, William J. Dally"
"0","Outerjoin simplification and reordering for query optimization","ACM Transactions on Database Systems (TODS)","C&#233;sar Galindo-Legaria, Arnon Rosenthal"
"0","OLAP, relational, and multidimensional database systems","ACM SIGMOD Record","George Colliat"
"0","UniSQL's next-generation object-relational database management system","ACM SIGMOD Record","Albert D'Andrea, Phil Janus"
"0","Scientists called upon to take actions","ACM SIGMOD Record","Xiaolei Qian"
"0","Model and verification of a data manager based on ARIES","ACM Transactions on Database Systems (TODS)","Dean Kuo"
"0","Dynamic information visualization","ACM SIGMOD Record","Yannis E. Ioannidis"
"0","Information visualization","ACM SIGMOD Record","Tiziana Catarci, Isabel F. Cruz"
"0","Spotfire: an information exploration environment","ACM SIGMOD Record","Christopher Ahlberg"
"0","Incremental data structures and algorithms for dynamic query interfaces","ACM SIGMOD Record","Egemen Tanin, Richard Beigel, Ben Shneiderman"
"0","A response to R. Camps' article Domains, relations and religious wars","ACM SIGMOD Record","C. J. Date"
"0","An axiomatic model of dynamic schema evolution in objectbase systems","ACM Transactions on Database Systems (TODS)","Randel J. Peters, M. Tamer &#214;zsu"
"0","The aggregate data problem: a system for their definition and management","ACM SIGMOD Record","M. Rafanelli, A. Bezenchek, L. Tininini"
"0","In reply to Domains, relations and religious wars","ACM SIGMOD Record","Hugh Darwen"
"0","Report from the NSF workshop on workflow and process automation in information systems","ACM SIGMOD Record","Amit Sheth, Dimitrios Georgakopoulos, Stef M. M. Joosten, Marek Rusinkiewicz, Walt Scacchi, Jack Wileden, Alexander L. Wolf"
"0","3D geographic network displays","ACM SIGMOD Record","Kenneth C. Cox, Stephen G. Eick, Taosong He"
"0","The Mariposa distributed database management system","ACM SIGMOD Record","Jeff Sidell"
"0","An orthogonally persistent Java","ACM SIGMOD Record","M. P. Atkinson, L. Dayn&#232;s, M. J. Jordan, T. Printezis, S. Spence"
"0","Pixel-oriented database visualizations","ACM SIGMOD Record","Daniel A. Keim"
"0","A framework for information visualisation","ACM SIGMOD Record","Jessie B. Kennedy, Kenneth J. Mitchell, Peter J. Barclay"
"0","Applying database visualization to the World Wide Web","ACM SIGMOD Record","Masum Z. Hasan, Alberto O. Mendelzon, Dimitra Vista"
"0","To table or not to table: a hypertabular answer","ACM SIGMOD Record","Giuseppe Santucci, Laura Tarantino"
"0","WWW-UDK: a web-based environmental meta-information system","ACM SIGMOD Record","Ralf Kramer, Ralf Nicholai, Arne Koschel, Claudia Rolker, Peter Lockemann, Andree Keitel, Rudolf Legat, Konrad Tirm"
"0","UIS-management of data and services in the environmental information systems of Baden-W&#252;rttemberg","ACM SIGMOD Record","Wolf-Fritz Riekert, Roland Mayer-F&#246;ll, Gerlinde Wiest"
"0","Integrating modelling systems for environmental management information systems","ACM SIGMOD Record","David J. Abel, Kerry Taylor, Dean Kun"
"0","Improving access to environmental data using context information","ACM SIGMOD Record","Anthony Tomasic, Eric Simon"
"0","New programs at DARPA and NSF","ACM SIGMOD Record","Xiolai Qian"
"0","Environmental information systems","ACM SIGMOD Record","Oliver G&#252;nther"
"0","New standard for stored procedures in SQL","ACM SIGMOD Record","Andrew Eisenberg"
"0","TPC-D-the challenges, issues and results","ACM SIGMOD Record","Ramesh Bhashyam"
"0","Extraction of object-oriented structures from existing relational databases","ACM SIGMOD Record","Shekar Ramanathan, Julia Hodges"
"0","An overview of data warehousing and OLAP technology","ACM SIGMOD Record","Surajit Chaudhuri, Umeshwar Dayal"
"0","Min-max compression methods for medical image databases","ACM SIGMOD Record","Kosmas Karadimitriou, John M. Tyler"
"0","Converting relational to object-oriented databases","ACM SIGMOD Record","Joseph Fong"
"0","Mediator languages-a proposal for a standard: report of an I3/POB working group held at the University of Maryland, April 12 and 13, 1996","ACM SIGMOD Record","Peter Buneman, Louiqa Raschid, Jeffrey Ullman"
"0","A consumer viewpoint on Mediator languages-a proposal for a standard","ACM SIGMOD Record","Arnon Rosenthal, Erich Hughes, Scott Renner, Len Seligman"
"0","Data management for earth system science","ACM SIGMOD Record","James Frew, Jeff Dozier"
"0","Open GIS and on-line environmental libraries","ACM SIGMOD Record","Kenn Gardels"
"0","Similarity-based queries for time series data","International Conference on Management of Data","Davood Rafiei, Alberto Mendelzon"
"0","Fast parallel similarity search in multimedia databases","International Conference on Management of Data","Stefan Berchtold, Christian B&#246;hm, Bernhard Braunm&#252;ller, Daniel A. Keim, Hans-Peter Kriegel"
"0","An adaptive data replication algorithm","ACM Transactions on Database Systems (TODS)","Ouri Wolfson, Sushil Jajodia, Yixiu Huang"
"0","Applying formal methods to semantic-based decomposition of transactions","ACM Transactions on Database Systems (TODS)","Paul Ammann, Sushil Jajodia, Indrakshi Ray"
"0","On the semantics of now in databases","ACM Transactions on Database Systems (TODS)","James Clifford, Curtis Dyreson, Tom&#225;s Isakowitz, Christian S. Jensen, Richard Thomas Snodgrass"
"0","Logical design for temporal databases with multiple granularities","ACM Transactions on Database Systems (TODS)","X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia"
"0","Opportunities in information management and assurance","ACM SIGMOD Record","Xiaolei Qian"
"0","Query previews for networked information systems: a case study with NASA environmental data","ACM SIGMOD Record","Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns"
"0","Database buffer size investigation for OLTP workloads","International Conference on Management of Data","Thin-Fong Tsuei, Allan N. Packer, Keng-Tai Ko"
"0","Maintenance of data cubes and summary tables in a warehouse","International Conference on Management of Data","Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick"
"0","Cubetree: organization of and bulk incremental updates on the data cube","International Conference on Management of Data","Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos"
"0","Range queries in OLAP data cubes","International Conference on Management of Data","Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant"
"0","Concurrency and recovery in generalized search trees","International Conference on Management of Data","Marcel Kornacker, C. Mohan, Joseph M. Hellerstein"
"0","Highly concurrent cache consistency for indices in client-server database systems","International Conference on Management of Data","Markos Zaharioudakis, Michael J. Carey"
"0","Improved query performance with variant indexes","International Conference on Management of Data","Patrick O'Neil, Dallan Quass"
"0","Meaningful change detection in structured data","International Conference on Management of Data","Sudarshan S. Chawathe, Hector Garcia-Molina"
"0","Pattern matching and pattern discovery in scientific, program, and document databases","International Conference on Management of Data","Jason T. L. Wang, Kaizhong Zhang, Dennis Shasha"
"0","PTool: a light weight persistent object manager","International Conference on Management of Data","R. L. Grossman, D. Hanley, X. Qin"
"0","Using the CALANDA time series management system","International Conference on Management of Data","Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt"
"0","The ECRC multi database system","International Conference on Management of Data","Willem Jonker, Heribert Sch&#252;tz"
"0","Modularization techniques for active rules design","ACM Transactions on Database Systems (TODS)","Elena Baralis, Stefano Ceri, Stefano Paraboschi"
"0","Polymorphism and type inference in database programming","ACM Transactions on Database Systems (TODS)","Peter Buneman, Atsushi Ohori"
"0","A normal form for precisely characterizing redundancy in nested relations","ACM Transactions on Database Systems (TODS)","Wai Yin Mok, Yiu-Kai Ng, David W. Embley"
"0","Magic conditions","ACM Transactions on Database Systems (TODS)","Inderpal Singh Mumick, Sheldon J. Finkelstein, Hamid Pirahesh, Raghu Ramakrishnan"
"0","The building blocks for specifying communication behavior of complex objects: an activity-driven approach","ACM Transactions on Database Systems (TODS)","Ling Liu, Robert Meersman"
"0","Tail recursion elimination in deductive databases","ACM Transactions on Database Systems (TODS)","Kenneth A. Ross"
"0","Implementing deductive databases by mixed integer programming","ACM Transactions on Database Systems (TODS)","Colin Bell, Anil Nerode, Raymond T. Ng, V. S. Subrahmanian"
"0","Solving satisfiability and implication problems in database systems","ACM Transactions on Database Systems (TODS)","Sha Guo, Wei Sun, Mark A. Weiss"
"0","Declustering of key-based partitioned signature files","ACM Transactions on Database Systems (TODS)","Paolo Ciaccia, Paolo Tiberio, Pavel Zezula"
"0","A probabilistic relational model and algebra","ACM Transactions on Database Systems (TODS)","Debabrata Dey, Sumit Sarkar"
"0","Heraclitus: elevating deltas to be first-class citizens in a database programming language","ACM Transactions on Database Systems (TODS)","Shahram Ghandeharizadeh, Richard Hull, Dean Jacobs"
"0","Mining quantitative association rules in large relational tables","International Conference on Management of Data","Ramakrishnan Srikant, Rakesh Agrawal"
"0","IDEA: interactive data exploration and analysis","International Conference on Management of Data","Peter G. Selfridge, Divesh Srivastava, Lynn O. Wilson"
"0","Data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization","International Conference on Management of Data","Takeshi Fukuda, Yasukiko Morimoto, Shinichi Morishita, Takeshi Tokuyama"
"0","SQL query optimization: reordering for a general class of queries","International Conference on Management of Data","Piyush Goel, Bala Iyer"
"0","Rapid bushy join-order optimization with Cartesian products","International Conference on Management of Data","Bennet Vance, David Maier"
